type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,timestamp
CASH_IN,John,Eve,6699.64,46907.13,40207.49,16118.65,22818.29,1,1234-5678-9012-0342,2024-09-30 10:38:58.641070
CASH_OUT,Bob,Charlie,6763.63,35928.91,29165.280000000002,44746.0,51509.63,1,1234-5678-9012-0540,2025-02-09 10:38:58.641077
TRANSFER,John,Charlie,9329.2,11031.69,1702.4899999999998,27387.77,36716.97,1,1234-5678-9012-0258,2024-09-27 10:38:58.641085
TRANSFER,Alice,Charlie,836.9,1471.59,634.6899999999999,22596.55,23433.45,0,1234-5678-9012-0722,2024-06-01 10:38:58.641091
CASH_OUT,Eve,Charlie,6558.89,30071.93,23513.04,45701.97,52260.86,1,1234-5678-9012-0965,2024-08-09 10:38:58.641098
PAYMENT,John,Alice,8390.93,9155.39,764.4599999999991,36105.92,44496.85,1,1234-5678-9012-0143,2024-07-18 10:38:58.641104
PAYMENT,Charlie,Jane,5540.36,14098.63,8558.27,37655.17,43195.53,1,1234-5678-9012-0851,2024-06-18 10:38:58.641111
CASH_OUT,Alice,David,4281.35,13583.66,9302.31,22374.8,26656.15,1,1234-5678-9012-0257,2024-05-28 10:38:58.641118
CASH_OUT,Bob,Charlie,8177.27,7960.48,-216.79000000000087,31746.91,39924.18,1,1234-5678-9012-0865,2024-11-26 10:38:58.641161
TRANSFER,John,Alice,7653.69,17956.39,10302.7,6340.01,13993.7,1,1234-5678-9012-0056,2024-08-19 10:38:58.641168
CASH_IN,Eve,Alice,6073.5,8553.08,2479.58,21390.16,27463.66,1,1234-5678-9012-0319,2024-12-04 10:38:58.641178
TRANSFER,David,Eve,5154.7,20485.26,15330.559999999998,22300.03,27454.73,1,1234-5678-9012-0180,2024-07-13 10:38:58.641184
PAYMENT,John,Eve,780.28,3299.59,2519.3100000000004,37668.69,38448.97,1,1234-5678-9012-0012,2024-06-24 10:38:58.641191
TRANSFER,Jane,Bob,796.96,14906.59,14109.630000000001,32873.07,33670.03,1,1234-5678-9012-0731,2024-05-12 10:38:58.641199
PAYMENT,Alice,Charlie,7780.25,28652.13,20871.88,32494.74,40274.990000000005,0,1234-5678-9012-0192,2024-06-12 10:38:58.641206
CASH_IN,David,John,2673.97,19520.91,16846.94,30505.95,33179.92,1,1234-5678-9012-0100,2025-03-26 10:38:58.641213
TRANSFER,Eve,David,5273.77,43243.65,37969.880000000005,27989.65,33263.42,1,1234-5678-9012-0571,2024-10-02 10:38:58.641219
CASH_OUT,Eve,David,7223.03,45737.57,38514.54,22042.33,29265.36,0,1234-5678-9012-0977,2025-04-30 10:38:58.641226
PAYMENT,Alice,Eve,5863.44,22813.35,16949.91,46214.97,52078.41,0,1234-5678-9012-0496,2024-07-23 10:38:58.641232
TRANSFER,Jane,Charlie,3570.04,1730.88,-1839.1599999999999,37233.32,40803.36,0,1234-5678-9012-0174,2024-08-18 10:38:58.641239
CASH_IN,Bob,Eve,4782.07,17264.4,12482.330000000002,14444.14,19226.21,1,1234-5678-9012-0579,2024-10-22 10:38:58.641246
TRANSFER,John,David,9237.58,20159.08,10921.500000000002,41749.49,50987.07,1,1234-5678-9012-0623,2025-02-13 10:38:58.641252
DEBIT,David,Bob,5061.79,30047.27,24985.48,36896.76,41958.55,0,1234-5678-9012-0705,2025-03-20 10:38:58.641258
TRANSFER,Charlie,John,3515.4,5187.36,1671.9599999999996,21761.63,25277.030000000002,1,1234-5678-9012-0364,2025-01-06 10:38:58.641265
CASH_IN,Jane,Eve,1069.4,9628.52,8559.12,42903.09,43972.49,1,1234-5678-9012-0612,2025-03-29 10:38:58.641272
PAYMENT,Eve,John,1305.35,31000.74,29695.390000000003,45949.92,47255.27,0,1234-5678-9012-0991,2024-11-17 10:38:58.641278
PAYMENT,Charlie,Eve,7938.53,44685.26,36746.73,33227.83,41166.36,1,1234-5678-9012-0116,2024-11-12 10:38:58.641287
CASH_OUT,Bob,Eve,2304.7,45422.81,43118.11,3924.03,6228.73,1,1234-5678-9012-0070,2024-10-13 10:38:58.641294
CASH_OUT,John,Alice,1751.61,39451.18,37699.57,5200.77,6952.38,0,1234-5678-9012-0134,2025-03-28 10:38:58.641300
CASH_IN,Charlie,Jane,3190.68,36208.33,33017.65,24053.95,27244.63,1,1234-5678-9012-0191,2024-11-08 10:38:58.641307
TRANSFER,Charlie,Bob,4944.38,33076.02,28131.639999999996,12398.69,17343.07,1,1234-5678-9012-0449,2024-09-18 10:38:58.641313
CASH_IN,Eve,Alice,4245.24,27750.79,23505.550000000003,30512.27,34757.51,1,1234-5678-9012-0336,2025-03-31 10:38:58.641320
CASH_IN,Alice,Bob,9612.56,38290.75,28678.190000000002,11106.7,20719.260000000002,1,1234-5678-9012-0559,2024-11-12 10:38:58.641327
TRANSFER,Alice,John,6949.05,9062.12,2113.0700000000006,11243.69,18192.74,1,1234-5678-9012-0888,2024-11-15 10:38:58.641333
CASH_IN,Eve,Alice,7947.3,9734.48,1787.1799999999994,12073.48,20020.78,1,1234-5678-9012-0411,2025-03-04 10:38:58.641339
PAYMENT,Jane,Alice,5731.43,26506.0,20774.57,37413.55,43144.98,1,1234-5678-9012-0415,2024-12-30 10:38:58.641346
PAYMENT,Charlie,David,9023.02,29063.26,20040.239999999998,14482.64,23505.66,1,1234-5678-9012-0579,2024-12-16 10:38:58.641375
CASH_IN,David,Charlie,6845.0,48573.36,41728.36,25429.41,32274.41,1,1234-5678-9012-0684,2025-02-28 10:38:58.641385
DEBIT,Eve,Alice,3352.18,46620.17,43267.99,9430.75,12782.93,1,1234-5678-9012-0518,2024-06-28 10:38:58.641393
CASH_OUT,David,John,5486.63,20753.16,15266.529999999999,45225.19,50711.82,1,1234-5678-9012-0066,2025-02-16 10:38:58.641400
DEBIT,David,Bob,4201.12,49242.69,45041.57,33832.41,38033.530000000006,1,1234-5678-9012-0817,2024-05-09 10:38:58.641407
CASH_OUT,Bob,John,2766.68,26751.02,23984.34,31326.8,34093.479999999996,1,1234-5678-9012-0064,2024-10-29 10:38:58.641414
CASH_IN,Bob,David,4071.12,43662.68,39591.56,40534.11,44605.23,1,1234-5678-9012-0431,2024-07-11 10:38:58.641421
PAYMENT,Eve,Charlie,7455.79,23793.81,16338.02,41456.91,48912.700000000004,0,1234-5678-9012-0539,2024-07-25 10:38:58.641428
CASH_IN,Alice,Eve,4039.83,36554.07,32514.239999999998,18209.82,22249.65,1,1234-5678-9012-0658,2024-09-01 10:38:58.641434
PAYMENT,Jane,Eve,3014.13,46640.04,43625.91,35178.67,38192.799999999996,1,1234-5678-9012-0884,2025-04-04 10:38:58.641441
TRANSFER,Charlie,Jane,3346.91,7795.05,4448.14,2998.24,6345.15,1,1234-5678-9012-0056,2025-04-14 10:38:58.641448
TRANSFER,Bob,Eve,3907.91,20492.02,16584.11,36067.97,39975.880000000005,0,1234-5678-9012-0420,2024-12-03 10:38:58.641454
TRANSFER,Charlie,David,9105.86,39822.39,30716.53,24316.0,33421.86,1,1234-5678-9012-0563,2024-12-25 10:38:58.641461
PAYMENT,David,John,8112.31,37913.55,29801.24,14191.86,22304.170000000002,0,1234-5678-9012-0683,2024-05-17 10:38:58.641467
CASH_OUT,Charlie,David,482.5,32100.03,31617.53,30470.44,30952.94,1,1234-5678-9012-0781,2024-08-20 10:38:58.641474
TRANSFER,John,Jane,5810.6,11962.67,6152.07,41815.48,47626.08,1,1234-5678-9012-0100,2024-12-16 10:38:58.641481
TRANSFER,Eve,John,5998.94,29721.77,23722.83,2426.99,8425.93,1,1234-5678-9012-0562,2024-08-06 10:38:58.641487
CASH_IN,John,David,2596.0,14809.24,12213.24,21971.12,24567.12,0,1234-5678-9012-0332,2024-10-04 10:38:58.641494
CASH_IN,David,John,1335.44,19416.42,18080.98,38560.1,39895.54,1,1234-5678-9012-0235,2024-09-27 10:38:58.641501
PAYMENT,Bob,Alice,9127.23,10491.2,1363.9700000000012,21093.58,30220.81,1,1234-5678-9012-0337,2024-12-14 10:38:58.641508
PAYMENT,Eve,Jane,1890.15,28372.26,26482.109999999997,13775.49,15665.64,1,1234-5678-9012-0564,2024-06-25 10:38:58.641514
CASH_OUT,Eve,Charlie,6487.15,44402.23,37915.08,24535.22,31022.370000000003,1,1234-5678-9012-0321,2025-04-16 10:38:58.641521
CASH_IN,Eve,Bob,303.06,19695.66,19392.6,28568.66,28871.72,1,1234-5678-9012-0545,2024-05-29 10:38:58.641527
CASH_IN,Eve,Bob,9412.53,3659.05,-5753.4800000000005,40486.73,49899.26,1,1234-5678-9012-0135,2024-09-19 10:38:58.641534
CASH_OUT,Eve,Charlie,1325.24,17473.27,16148.03,10611.9,11937.14,1,1234-5678-9012-0000,2025-01-20 10:38:58.641540
DEBIT,Charlie,Eve,4409.27,67.59,-4341.68,12990.53,17399.800000000003,0,1234-5678-9012-0138,2024-07-04 10:38:58.641547
CASH_IN,John,Charlie,2424.55,43112.85,40688.299999999996,39386.03,41810.58,0,1234-5678-9012-0227,2024-06-03 10:38:58.641553
CASH_OUT,Alice,John,7713.52,20325.67,12612.149999999998,23710.58,31424.100000000002,1,1234-5678-9012-0334,2025-01-21 10:38:58.641560
CASH_OUT,Alice,Charlie,3493.57,37597.53,34103.96,31722.79,35216.36,1,1234-5678-9012-0418,2025-01-11 10:38:58.641569
PAYMENT,David,Alice,9212.78,36601.95,27389.17,18123.25,27336.03,1,1234-5678-9012-0972,2025-03-21 10:38:58.641576
CASH_IN,Alice,Jane,2689.9,14569.03,11879.130000000001,43642.24,46332.14,1,1234-5678-9012-0042,2024-06-23 10:38:58.641582
PAYMENT,John,Bob,9072.73,46159.91,37087.18000000001,29618.81,38691.54,1,1234-5678-9012-0813,2024-05-25 10:38:58.641589
TRANSFER,Jane,Bob,9757.31,17647.7,7890.390000000001,31349.79,41107.1,1,1234-5678-9012-0094,2024-07-04 10:38:58.641596
PAYMENT,Charlie,Eve,3494.99,12208.59,8713.6,40842.73,44337.72,1,1234-5678-9012-0116,2025-02-02 10:38:58.641602
CASH_OUT,Alice,Bob,3961.27,42366.19,38404.920000000006,23213.67,27174.94,0,1234-5678-9012-0587,2024-08-20 10:38:58.641609
DEBIT,Jane,Alice,7000.53,25163.01,18162.48,254.52,7255.05,0,1234-5678-9012-0513,2024-11-19 10:38:58.641616
DEBIT,Eve,David,1523.41,20069.5,18546.09,26817.82,28341.23,1,1234-5678-9012-0978,2024-10-31 10:38:58.641622
CASH_OUT,Eve,Jane,5253.99,14624.85,9370.86,1305.44,6559.43,1,1234-5678-9012-0279,2024-07-28 10:38:58.641629
PAYMENT,John,Charlie,3861.29,39724.28,35862.99,13700.97,17562.26,0,1234-5678-9012-0771,2024-05-21 10:38:58.641637
TRANSFER,Charlie,Eve,2428.46,3326.94,898.48,22500.08,24928.54,1,1234-5678-9012-0759,2025-04-21 10:38:58.641644
CASH_IN,David,Eve,1682.89,20296.54,18613.65,14551.88,16234.769999999999,1,1234-5678-9012-0870,2024-07-18 10:38:58.641651
DEBIT,Alice,John,3873.78,35027.44,31153.660000000003,8981.3,12855.08,1,1234-5678-9012-0988,2024-12-14 10:38:58.641658
CASH_OUT,David,Alice,5777.03,24957.53,19180.5,9438.41,15215.439999999999,0,1234-5678-9012-0395,2024-07-31 10:38:58.641665
DEBIT,John,Alice,8173.62,17417.52,9243.900000000001,39565.55,47739.170000000006,1,1234-5678-9012-0258,2024-09-22 10:38:58.641673
DEBIT,David,Jane,8785.06,41084.22,32299.160000000003,41821.22,50606.28,0,1234-5678-9012-0240,2024-09-03 10:38:58.641680
TRANSFER,Bob,David,5981.18,47367.01,41385.83,39683.79,45664.97,1,1234-5678-9012-0596,2024-12-12 10:38:58.641686
TRANSFER,Eve,Alice,1348.44,17176.1,15827.659999999998,27986.21,29334.649999999998,1,1234-5678-9012-0927,2024-09-17 10:38:58.641693
TRANSFER,Alice,John,5188.78,19516.38,14327.600000000002,48484.25,53673.03,1,1234-5678-9012-0964,2025-03-11 10:38:58.641699
CASH_IN,Eve,Alice,615.65,49392.32,48776.67,32159.73,32775.38,1,1234-5678-9012-0335,2024-07-16 10:38:58.641706
TRANSFER,Eve,Bob,4231.48,13164.8,8933.32,15686.78,19918.260000000002,1,1234-5678-9012-0191,2024-05-13 10:38:58.641713
DEBIT,Eve,Alice,1131.56,43399.04,42267.48,45664.92,46796.479999999996,0,1234-5678-9012-0674,2024-09-05 10:38:58.641719
TRANSFER,John,Charlie,9932.14,36827.42,26895.28,31070.37,41002.509999999995,1,1234-5678-9012-0151,2024-05-31 10:38:58.641726
CASH_OUT,Jane,Bob,565.84,16674.33,16108.490000000002,751.46,1317.3000000000002,1,1234-5678-9012-0149,2024-11-06 10:38:58.641732
TRANSFER,John,Bob,5259.48,10272.62,5013.140000000001,33754.87,39014.350000000006,1,1234-5678-9012-0884,2024-12-29 10:38:58.641739
PAYMENT,Charlie,David,6834.17,27984.81,21150.64,26588.37,33422.54,1,1234-5678-9012-0596,2024-08-20 10:38:58.641748
TRANSFER,David,Jane,4603.48,29018.23,24414.75,20984.84,25588.32,1,1234-5678-9012-0145,2024-11-22 10:38:58.641755
TRANSFER,Jane,Bob,4461.67,39369.68,34908.01,8677.54,13139.210000000001,1,1234-5678-9012-0493,2025-01-02 10:38:58.641761
DEBIT,Alice,Bob,2636.91,20101.87,17464.96,38245.15,40882.06,1,1234-5678-9012-0947,2025-03-17 10:38:58.641768
DEBIT,Bob,Alice,3643.02,7990.28,4347.26,36318.21,39961.229999999996,1,1234-5678-9012-0562,2024-11-19 10:38:58.641775
PAYMENT,Charlie,Bob,1178.22,30722.94,29544.719999999998,28454.52,29632.74,1,1234-5678-9012-0427,2024-09-09 10:38:58.641781
CASH_IN,Eve,Charlie,1030.97,3727.1,2696.13,40554.2,41585.17,1,1234-5678-9012-0760,2025-04-08 10:38:58.641788
CASH_OUT,Eve,David,5074.66,25707.99,20633.33,9331.55,14406.21,1,1234-5678-9012-0851,2024-10-10 10:38:58.641794
TRANSFER,Eve,John,7734.86,40562.55,32827.69,39659.64,47394.5,1,1234-5678-9012-0904,2024-05-07 10:38:58.641801
DEBIT,Bob,John,4587.52,27459.25,22871.73,9402.9,13990.42,1,1234-5678-9012-0711,2024-10-23 10:38:58.641807
TRANSFER,John,Alice,3002.65,8020.34,5017.6900000000005,29197.96,32200.61,1,1234-5678-9012-0656,2024-11-17 10:38:58.641814
PAYMENT,Alice,John,1206.95,15.48,-1191.47,26185.17,27392.12,1,1234-5678-9012-0592,2024-06-06 10:38:58.641821
CASH_IN,John,David,3216.66,46979.1,43762.44,42092.31,45308.97,1,1234-5678-9012-0184,2024-10-15 10:38:58.641827
DEBIT,Charlie,Bob,4218.83,20399.59,16180.76,14561.28,18780.11,1,1234-5678-9012-0871,2024-06-04 10:38:58.641835
TRANSFER,David,Alice,5732.91,42738.33,37005.42,36345.26,42078.17,1,1234-5678-9012-0945,2024-11-13 10:38:58.641841
CASH_OUT,David,Eve,9559.05,12349.03,2789.9800000000014,17507.49,27066.54,1,1234-5678-9012-0415,2024-06-25 10:38:58.641848
CASH_IN,Eve,John,258.37,2391.31,2132.94,10865.07,11123.44,1,1234-5678-9012-0233,2024-09-02 10:38:58.641854
DEBIT,David,John,8985.67,24844.8,15859.13,3810.95,12796.619999999999,1,1234-5678-9012-0613,2024-09-03 10:38:58.641860
TRANSFER,Charlie,Eve,9193.9,7046.0,-2147.8999999999996,30479.12,39673.02,1,1234-5678-9012-0600,2025-03-08 10:38:58.641867
CASH_IN,Alice,John,7733.49,44703.89,36970.4,49733.33,57466.82,1,1234-5678-9012-0031,2024-09-16 10:38:58.641873
CASH_OUT,Jane,Charlie,6396.03,49914.05,43518.020000000004,35476.84,41872.869999999995,1,1234-5678-9012-0223,2025-03-24 10:38:58.641880
CASH_OUT,David,Bob,3789.87,17188.33,13398.460000000003,5836.34,9626.21,1,1234-5678-9012-0693,2024-05-17 10:38:58.641889
CASH_IN,Charlie,Alice,3691.07,7478.53,3787.4599999999996,41443.75,45134.82,1,1234-5678-9012-0859,2024-05-17 10:38:58.641896
TRANSFER,Jane,David,1266.33,281.83,-984.5,4148.71,5415.04,1,1234-5678-9012-0631,2024-08-06 10:38:58.641903
PAYMENT,Jane,John,267.11,37144.55,36877.44,25526.17,25793.28,1,1234-5678-9012-0882,2024-08-07 10:38:58.641910
DEBIT,Eve,Bob,2887.95,27286.38,24398.43,15837.05,18725.0,1,1234-5678-9012-0562,2024-06-09 10:38:58.641918
CASH_IN,David,Charlie,6915.92,34300.59,27384.67,42507.12,49423.04,1,1234-5678-9012-0493,2024-05-13 10:38:58.641925
DEBIT,Jane,David,571.71,25069.8,24498.09,16034.03,16605.74,1,1234-5678-9012-0821,2025-03-31 10:38:58.641931
DEBIT,John,Bob,5652.62,44975.21,39322.59,456.67,6109.29,1,1234-5678-9012-0462,2024-08-18 10:38:58.641938
PAYMENT,Jane,Bob,3827.89,16931.29,13103.400000000001,31920.4,35748.29,1,1234-5678-9012-0434,2024-08-15 10:38:58.641945
PAYMENT,Eve,Bob,2875.49,18550.2,15674.710000000001,46807.03,49682.52,1,1234-5678-9012-0107,2024-07-01 10:38:58.641952
PAYMENT,Eve,Alice,818.86,24309.85,23490.989999999998,13356.57,14175.43,1,1234-5678-9012-0351,2025-01-26 10:38:58.641958
TRANSFER,John,Alice,3355.09,40111.88,36756.78999999999,27728.15,31083.24,1,1234-5678-9012-0165,2024-07-27 10:38:58.641967
TRANSFER,Charlie,Bob,5729.58,49080.39,43350.81,45337.25,51066.83,1,1234-5678-9012-0519,2024-08-16 10:38:58.641974
CASH_IN,John,Jane,5945.56,47418.63,41473.07,48820.08,54765.64,1,1234-5678-9012-0238,2024-07-18 10:38:58.641980
DEBIT,David,John,1138.72,46631.07,45492.35,38570.31,39709.03,1,1234-5678-9012-0904,2024-06-20 10:38:58.641987
PAYMENT,Eve,Charlie,1288.16,15886.09,14597.93,6126.43,7414.59,1,1234-5678-9012-0723,2025-01-03 10:38:58.641993
TRANSFER,David,Jane,4522.04,49499.58,44977.54,804.2,5326.24,1,1234-5678-9012-0467,2025-01-29 10:38:58.642000
CASH_OUT,Jane,David,3146.02,32439.04,29293.02,36451.83,39597.85,1,1234-5678-9012-0207,2024-09-04 10:38:58.642006
PAYMENT,John,Bob,153.9,28728.16,28574.26,24645.79,24799.690000000002,0,1234-5678-9012-0283,2024-06-24 10:38:58.642013
CASH_IN,Bob,Alice,5393.68,28078.36,22684.68,1467.51,6861.1900000000005,1,1234-5678-9012-0776,2025-02-26 10:38:58.642020
CASH_IN,Charlie,Alice,4718.63,12885.32,8166.69,30565.25,35283.88,0,1234-5678-9012-0398,2024-05-17 10:38:58.642027
DEBIT,Jane,Charlie,7133.15,25846.05,18712.9,22903.99,30037.14,1,1234-5678-9012-0377,2024-06-05 10:38:58.642033
DEBIT,Jane,John,2938.53,40921.6,37983.07,10514.99,13453.52,0,1234-5678-9012-0272,2024-10-08 10:38:58.642040
PAYMENT,Charlie,Jane,3238.16,42491.18,39253.020000000004,4757.27,7995.43,1,1234-5678-9012-0548,2024-09-16 10:38:58.642047
TRANSFER,Eve,John,8988.03,45929.97,36941.94,6145.33,15133.36,1,1234-5678-9012-0353,2024-09-18 10:38:58.642053
CASH_OUT,David,Eve,4514.64,9459.61,4944.97,34453.97,38968.61,0,1234-5678-9012-0645,2025-01-20 10:38:58.642060
TRANSFER,David,Bob,7793.98,22104.2,14310.220000000001,44547.22,52341.2,1,1234-5678-9012-0090,2024-06-21 10:38:58.642068
DEBIT,Eve,Charlie,9584.85,45702.31,36117.46,27054.34,36639.19,1,1234-5678-9012-0906,2025-02-19 10:38:58.642075
PAYMENT,John,David,9589.56,24577.97,14988.410000000002,9323.28,18912.84,1,1234-5678-9012-0793,2024-08-12 10:38:58.642081
PAYMENT,David,Bob,7413.5,23050.59,15637.09,29342.01,36755.509999999995,1,1234-5678-9012-0356,2024-06-29 10:38:58.642092
CASH_OUT,Jane,Eve,1293.77,13100.0,11806.23,15880.29,17174.06,1,1234-5678-9012-0777,2024-10-14 10:38:58.642098
DEBIT,David,John,7568.95,8656.9,1087.9499999999998,19159.85,26728.8,0,1234-5678-9012-0614,2024-12-18 10:38:58.642105
PAYMENT,Bob,Charlie,969.8,33239.67,32269.87,47781.88,48751.68,1,1234-5678-9012-0830,2024-07-19 10:38:58.642111
DEBIT,Jane,Eve,488.09,30346.11,29858.02,10667.12,11155.210000000001,1,1234-5678-9012-0039,2025-02-19 10:38:58.642118
TRANSFER,Alice,Bob,2768.73,23120.03,20351.3,44773.39,47542.12,0,1234-5678-9012-0691,2024-08-11 10:38:58.642125
TRANSFER,Eve,Jane,748.54,38775.3,38026.76,49061.41,49809.950000000004,1,1234-5678-9012-0458,2025-01-29 10:38:58.642131
TRANSFER,John,Jane,4172.58,24622.9,20450.32,84.57,4257.15,0,1234-5678-9012-0902,2024-10-06 10:38:58.642138
TRANSFER,Eve,David,2799.19,10008.87,7209.68,34155.25,36954.44,0,1234-5678-9012-0460,2025-03-22 10:38:58.642145
DEBIT,Alice,Eve,7859.56,21115.93,13256.369999999999,18885.98,26745.54,0,1234-5678-9012-0106,2025-01-06 10:38:58.642151
PAYMENT,John,Bob,2259.55,21721.64,19462.09,28936.86,31196.41,0,1234-5678-9012-0482,2025-03-02 10:38:58.642158
CASH_IN,Jane,Eve,8485.58,21619.34,13133.76,38456.34,46941.92,1,1234-5678-9012-0874,2024-09-03 10:38:58.642165
CASH_IN,Charlie,Bob,8806.22,11375.65,2569.4300000000003,37168.95,45975.17,1,1234-5678-9012-0202,2024-09-25 10:38:58.642171
CASH_OUT,Charlie,Jane,8923.01,25325.32,16402.309999999998,22460.4,31383.410000000003,0,1234-5678-9012-0629,2024-07-03 10:38:58.642178
CASH_OUT,Bob,Alice,3236.24,13000.99,9764.75,42842.17,46078.409999999996,0,1234-5678-9012-0605,2024-10-16 10:38:58.642185
DEBIT,Eve,Charlie,9622.76,14720.27,5097.51,27406.0,37028.76,1,1234-5678-9012-0278,2025-01-01 10:38:58.642191
CASH_OUT,Eve,Jane,1941.01,640.27,-1300.74,10004.69,11945.7,1,1234-5678-9012-0198,2025-02-23 10:38:58.642198
TRANSFER,David,John,4345.98,18914.38,14568.400000000001,20516.96,24862.94,1,1234-5678-9012-0070,2024-12-26 10:38:58.642204
CASH_IN,Jane,John,3153.72,27154.78,24001.059999999998,33671.99,36825.71,0,1234-5678-9012-0224,2025-03-24 10:38:58.642211
TRANSFER,David,Eve,2087.32,19015.37,16928.05,12743.34,14830.66,1,1234-5678-9012-0502,2025-05-03 10:38:58.642218
DEBIT,Alice,Jane,4003.05,17090.59,13087.54,16584.57,20587.62,1,1234-5678-9012-0116,2024-06-12 10:38:58.642225
CASH_IN,Alice,David,471.51,13986.12,13514.61,43615.94,44087.450000000004,0,1234-5678-9012-0148,2024-05-13 10:38:58.642232
TRANSFER,Eve,Alice,944.65,23933.58,22988.93,49290.26,50234.91,0,1234-5678-9012-0089,2024-08-20 10:38:58.642238
TRANSFER,Bob,Jane,3164.7,18646.0,15481.3,48289.61,51454.31,1,1234-5678-9012-0279,2024-12-01 10:38:58.642245
PAYMENT,Charlie,Bob,9751.18,8757.06,-994.1200000000008,14696.17,24447.35,1,1234-5678-9012-0111,2024-08-26 10:38:58.642252
CASH_IN,Bob,David,2466.59,25991.96,23525.37,6498.45,8965.04,1,1234-5678-9012-0973,2024-09-15 10:38:58.642260
DEBIT,Charlie,Eve,3157.18,44317.53,41160.35,10591.9,13749.08,1,1234-5678-9012-0051,2025-01-31 10:38:58.642268
CASH_OUT,Bob,John,4970.03,28570.62,23600.59,11529.18,16499.21,1,1234-5678-9012-0341,2025-04-08 10:38:58.642275
CASH_OUT,Bob,Charlie,4839.88,38343.39,33503.51,36707.34,41547.219999999994,0,1234-5678-9012-0048,2024-10-08 10:38:58.642282
CASH_IN,David,Alice,4221.63,5524.36,1302.7299999999996,37273.45,41495.079999999994,1,1234-5678-9012-0703,2025-03-13 10:38:58.642288
TRANSFER,Eve,John,6453.58,16696.0,10242.42,20971.31,27424.89,1,1234-5678-9012-0057,2024-10-12 10:38:58.642295
CASH_OUT,John,Charlie,5788.42,29074.18,23285.760000000002,31324.45,37112.87,1,1234-5678-9012-0458,2024-08-27 10:38:58.642301
DEBIT,Eve,Alice,2683.07,49218.15,46535.08,38858.54,41541.61,1,1234-5678-9012-0584,2025-01-21 10:38:58.642308
PAYMENT,Alice,John,1293.22,39027.58,37734.36,7439.5,8732.72,1,1234-5678-9012-0865,2025-02-09 10:38:58.642314
CASH_OUT,Jane,David,6458.16,18466.83,12008.670000000002,37871.94,44330.100000000006,0,1234-5678-9012-0132,2025-02-05 10:38:58.642321
TRANSFER,Bob,Eve,7577.09,18778.77,11201.68,43138.84,50715.92999999999,1,1234-5678-9012-0446,2025-04-04 10:38:58.642327
CASH_IN,Alice,Bob,6445.29,38482.07,32036.78,2610.95,9056.24,1,1234-5678-9012-0026,2025-02-08 10:38:58.642334
CASH_OUT,Alice,Bob,6341.0,38675.86,32334.86,19577.57,25918.57,1,1234-5678-9012-0060,2024-12-02 10:38:58.642341
DEBIT,Jane,David,4285.06,21324.77,17039.71,30709.98,34995.04,1,1234-5678-9012-0012,2025-03-21 10:38:58.642367
DEBIT,Charlie,John,578.12,15281.45,14703.33,31676.39,32254.51,1,1234-5678-9012-0406,2024-08-09 10:38:58.642380
PAYMENT,David,Alice,5353.7,46288.07,40934.37,9969.39,15323.09,1,1234-5678-9012-0706,2025-03-19 10:38:58.642388
DEBIT,David,John,5188.93,16918.4,11729.470000000001,47383.14,52572.07,1,1234-5678-9012-0406,2025-01-24 10:38:58.642394
CASH_IN,David,Bob,7893.52,29163.94,21270.42,48055.19,55948.71000000001,1,1234-5678-9012-0450,2025-04-19 10:38:58.642401
DEBIT,John,Eve,6490.67,39543.56,33052.89,28777.02,35267.69,1,1234-5678-9012-0541,2024-11-19 10:38:58.642408
DEBIT,David,Eve,114.58,7824.75,7710.17,36453.66,36568.240000000005,0,1234-5678-9012-0112,2024-11-16 10:38:58.642414
TRANSFER,Bob,Eve,1484.15,8869.72,7385.57,3296.98,4781.13,1,1234-5678-9012-0868,2024-09-14 10:38:58.642421
CASH_OUT,Alice,Jane,495.23,32405.63,31910.4,8648.19,9143.42,1,1234-5678-9012-0600,2024-10-01 10:38:58.642428
DEBIT,David,Bob,5273.59,4638.8,-634.79,33496.38,38769.97,0,1234-5678-9012-0213,2024-09-21 10:38:58.642434
CASH_OUT,Jane,Alice,4433.02,48057.38,43624.36,1425.49,5858.51,1,1234-5678-9012-0570,2024-09-13 10:38:58.642441
CASH_IN,John,Bob,1949.13,12573.08,10623.95,2435.84,4384.97,1,1234-5678-9012-0871,2025-04-05 10:38:58.642447
CASH_OUT,Bob,Charlie,6507.66,33135.45,26627.789999999997,24531.6,31039.26,1,1234-5678-9012-0619,2024-07-21 10:38:58.642454
CASH_IN,Eve,Bob,9754.02,31208.35,21454.329999999998,43800.42,53554.44,1,1234-5678-9012-0328,2025-01-28 10:38:58.642461
PAYMENT,John,Alice,6182.21,36377.3,30195.090000000004,48102.17,54284.38,0,1234-5678-9012-0098,2025-01-24 10:38:58.642471
TRANSFER,Eve,John,3164.35,4172.06,1007.7100000000005,2417.68,5582.03,1,1234-5678-9012-0163,2025-02-20 10:38:58.642478
CASH_OUT,Bob,Alice,3596.92,41657.44,38060.520000000004,48216.56,51813.479999999996,1,1234-5678-9012-0680,2024-11-28 10:38:58.642485
DEBIT,Bob,Charlie,9968.87,29022.75,19053.879999999997,38279.84,48248.71,1,1234-5678-9012-0441,2025-01-24 10:38:58.642492
